time,mid_price,spread
0,1.007,0.020000000000000018
1,0.9919999999999999,0.013000000000000123
2,0.9889999999999999,0.004999999999999893
3,0.9979999999999999,0.0020000000000000018
4,0.9909999999999999,0.0020000000000000018
5,0.9939999999999999,0.008999999999999897
6,0.9849999999999999,0.008999999999999897
7,0.9899999999999999,0.004999999999999893
8,1.007,0.007000000000000006
9,1.0099999999999998,-0.0020000000000000018
10,1.005,-0.004999999999999893
11,0.9959999999999999,1.1102230246251565e-16
12,1.007,1.1102230246251565e-16
13,1.0099999999999998,1.1102230246251565e-16
14,1.005,1.1102230246251565e-16
15,0.9979999999999999,0.001000000000000112
16,0.9989999999999999,0.001000000000000112
17,0.9979999999999999,0.001000000000000112
18,0.9969999999999999,0.0040000000000000036
19,0.9999999999999999,0.004999999999999893
20,0.9909999999999999,0.004999999999999893
21,0.9839999999999999,0.0040000000000000036
22,0.9769999999999999,-0.0030000000000000027
23,0.9739999999999999,-0.010000000000000009
24,0.9789999999999999,-0.013000000000000012
25,0.9819999999999999,-0.01100000000000001
26,0.9749999999999999,-0.01100000000000001
27,0.9749999999999999,-0.01100000000000001
28,0.9839999999999999,-0.010000000000000009
29,0.9789999999999999,-0.010000000000000009
30,0.9799999999999999,-0.010000000000000009
31,0.9909999999999999,-0.010000000000000009
32,0.9919999999999999,-0.010000000000000009
33,0.9969999999999999,-0.0050000000000000044
34,0.9959999999999999,-0.0050000000000000044
35,0.9959999999999999,-0.0050000000000000044
36,0.9999999999999999,-0.0030000000000000027
37,1.0019999999999998,-0.0030000000000000027
38,1.0119999999999998,-0.004999999999999893
39,1.0149999999999997,-0.0129999999999999
40,1.0129999999999997,-0.015999999999999792
41,1.0169999999999997,-0.015999999999999792
42,1.0049999999999997,-0.017999999999999794
43,1.0079999999999996,-0.017999999999999794
44,1.0049999999999997,-0.017999999999999794
45,1.0059999999999996,-0.017999999999999794
46,1.0019999999999996,-0.017999999999999794
47,0.9969999999999996,-0.015999999999999792
48,0.9859999999999995,-0.01299999999999979
49,0.9859999999999995,-0.01299999999999979
50,0.9959999999999996,-0.01299999999999979
51,1.0019999999999996,-0.01299999999999979
52,0.9929999999999995,-0.009999999999999898
53,1.0039999999999996,-0.009999999999999898
54,1.0089999999999995,-0.009999999999999898
55,0.9999999999999994,-0.009999999999999898
56,0.9969999999999994,-0.00499999999999956
57,0.9989999999999994,-0.00499999999999956
58,0.9949999999999994,-0.00499999999999956
59,0.9899999999999994,-0.0039999999999996705
60,0.9949999999999994,-0.0039999999999996705
61,0.9989999999999994,-0.0039999999999996705
62,0.9969999999999994,-0.0039999999999996705
63,1.0019999999999993,-0.0020000000000000018
64,0.9919999999999993,0.0
65,0.9939999999999993,0.0
66,0.9939999999999993,0.0
67,0.9769999999999993,0.0
68,0.9899999999999993,-0.00800000000000034
69,0.9989999999999993,-0.00800000000000034
70,1.0119999999999993,-0.00800000000000034
71,1.0119999999999993,-0.015000000000000013
72,1.0109999999999995,-0.005999999999999783
73,1.0079999999999996,-0.005999999999999783
74,1.0119999999999996,-0.005999999999999783
75,1.0179999999999996,-0.002000000000000224
76,1.0169999999999997,-0.00800000000000023
77,1.0199999999999996,-0.00800000000000023
78,1.0209999999999995,-0.010000000000000231
79,1.0159999999999996,-0.01100000000000001
80,1.0199999999999996,-0.01100000000000001
81,1.0309999999999995,-0.01100000000000001
82,1.0299999999999996,-0.02100000000000002
83,1.0299999999999996,-0.019999999999999574
84,1.0329999999999995,-0.019999999999999574
85,1.0319999999999996,-0.021999999999999575
86,1.0399999999999996,-0.021999999999999575
87,1.0489999999999995,-0.028999999999999693
88,1.0399999999999996,-0.03799999999999959
89,1.0439999999999996,-0.03799999999999959
90,1.0399999999999996,-0.037000000000000144
91,1.0479999999999996,-0.037000000000000144
92,1.0359999999999996,-0.036000000000000254
93,1.0239999999999996,-0.036000000000000254
94,1.0259999999999996,-0.03599999999999981
95,1.0219999999999996,-0.03599999999999981
96,1.0249999999999995,-0.031999999999999806
97,1.0229999999999995,-0.031999999999999806
98,1.0179999999999996,-0.031999999999999806
99,1.0219999999999996,-0.03100000000000014
100,1.0299999999999996,-0.03100000000000014
101,1.0229999999999997,-0.027000000000000135
102,1.0199999999999998,-0.027000000000000135
103,1.017,-0.027000000000000135
104,1.01,-0.026000000000000245
105,1.017,-0.026000000000000245
106,1.011,-0.026000000000000245
107,1.013,-0.026000000000000245
108,0.9879999999999999,-0.026000000000000245
109,0.9979999999999999,-0.031999999999999695
110,1.0059999999999998,-0.031999999999999695
111,1.0089999999999997,-0.027999999999999692
112,0.9979999999999997,-0.027999999999999692
113,1.0029999999999997,-0.02200000000000024
114,1.0039999999999996,-0.02200000000000024
115,1.0059999999999996,-0.019000000000000128
116,1.0069999999999995,-0.018999999999999684
117,1.0149999999999995,-0.018999999999999684
118,1.0159999999999993,-0.017999999999999794
119,1.0169999999999992,-0.017999999999999794
120,1.0159999999999993,-0.017000000000000126
121,1.0219999999999994,-0.017000000000000126
122,1.0239999999999994,-0.016000000000000014
123,1.0219999999999994,-0.015000000000000124
124,1.0079999999999993,-0.015000000000000124
125,0.9939999999999993,-0.015000000000000124
126,0.9939999999999993,-0.016000000000000236
127,1.0049999999999992,-0.016000000000000236
128,1.0019999999999993,-0.016000000000000236
129,0.9979999999999993,-0.016000000000000236
130,1.0029999999999992,-0.016000000000000236
131,1.0039999999999991,-0.016000000000000236
132,1.0009999999999992,-0.016000000000000236
133,0.9909999999999992,-0.016000000000000236
134,0.9869999999999992,-0.01900000000000035
135,0.9929999999999992,-0.01900000000000035
136,0.9879999999999992,-0.01900000000000035
137,0.9919999999999992,-0.01900000000000035
138,0.9939999999999992,-0.01900000000000035
139,0.9929999999999992,-0.01900000000000035
140,0.9909999999999992,-0.017000000000000237
141,0.9889999999999992,-0.017000000000000237
142,0.9999999999999992,-0.017000000000000237
143,1.0039999999999991,-0.017000000000000237
144,0.9989999999999991,-0.015000000000000346
145,0.9979999999999991,-0.015000000000000346
146,0.9969999999999991,-0.015000000000000346
147,0.9989999999999991,-0.015000000000000346
148,0.9989999999999991,-0.013000000000000123
149,1.002999999999999,-0.013000000000000123
150,1.007999999999999,-0.013000000000000123
151,1.0169999999999988,-0.013000000000000123
152,1.007999999999999,-0.012000000000000455
153,1.0109999999999988,-0.012000000000000455
154,1.0109999999999988,-0.012000000000000455
155,0.9949999999999988,-0.011000000000000565
156,0.9789999999999988,-0.011000000000000343
157,0.9799999999999988,-0.024000000000000687
158,0.9829999999999988,-0.024000000000000687
159,0.9869999999999988,-0.024000000000000687
160,0.9899999999999988,-0.023000000000000798
161,0.9849999999999988,-0.023000000000000798
162,0.9859999999999988,-0.022000000000000797
163,0.9829999999999988,-0.022000000000000797
164,0.9829999999999988,-0.022000000000000797
165,0.9939999999999988,-0.019000000000000794
166,1.0029999999999988,-0.019000000000000794
167,1.0149999999999988,-0.019000000000000794
168,1.0219999999999987,-0.019000000000000794
169,1.0199999999999987,-0.019000000000000572
170,1.0179999999999987,-0.019000000000000572
171,1.0189999999999986,-0.019000000000000572
172,1.0149999999999986,-0.019000000000000572
173,1.0029999999999986,-0.019000000000000572
174,1.0129999999999986,-0.019000000000000572
175,1.0129999999999986,-0.019000000000000572
176,1.0079999999999987,-0.019000000000000572
177,1.0059999999999987,-0.018999999999999906
178,0.9999999999999987,-0.016999999999999904
179,1.0009999999999986,-0.016999999999999904
180,1.0029999999999986,-0.016999999999999904
181,1.0189999999999986,-0.01600000000000068
182,1.0229999999999986,-0.01500000000000068
183,1.0319999999999985,-0.016999999999999793
184,1.0389999999999984,-0.02599999999999969
185,1.0359999999999985,-0.031999999999999584
186,1.0459999999999985,-0.031999999999999584
187,1.0529999999999984,-0.0389999999999997
188,1.0469999999999984,-0.0459999999999996
189,1.0329999999999984,-0.0459999999999996
190,1.0209999999999984,-0.042999999999999594
191,1.0359999999999983,-0.042999999999999594
192,1.0349999999999984,-0.03699999999999959
193,1.0429999999999984,-0.034999999999999254
194,1.0299999999999985,-0.034999999999999254
195,1.0409999999999984,-0.03399999999999914
196,1.0339999999999985,-0.03299999999999925
197,1.0329999999999986,-0.03299999999999925
